N	S	Text	Imperative
96	М2	Ну. Ну, ну.	
96	М1	Там («Фред») стоит, мы трогать не будем. Там тоже нормально стоит. Прямо, прямо почти у заезда. Вот. 	
96	М2	Всё понял. А чё, мусоров-то там не было?	
96	М1	Нету. А тут какие мусора? Тут дорожники снег чистят. Да и сугробы, тут, хули, даже мусорам стоять негде. Тракторы (нрзб.).	
96	М2	Нет, я те говорю, на (Егоршинском) на этом, на переезде?	
96	М1	Нет, я и говорю, дорожники снег чистят там тракторами.	
96	М2	Ну.	
96	М1	С обоих сторон выгребают, там нету никого.	
96	М2	Всё понял. Ну вы чё, потом куда? 	
96	М1	Я, братан, ещё не знаю, я ещё не одупляю. Я тока пришёл. Я два-три дня с ними не работал, у меня же гости были. 	
96	М2	Ну, ну, ну.	
96	М1	Вот тока первый день я с ними вышел, я ещё не понимаю, куда там. Я даже не знаю, куда. 	
96	М2	Всё понял. А с вами кто? 	
96	М1	Я-а, (Славик) и (Рома). 	
96	М2	А, втроём?	
96	М1	Ну.	
96	М2	А этот, грузин где? Деньги тратит? Или дом покупает?	
96	М1	Так г-, гру-, грузин опять, наверное, это-а, навеселе, братан. Скорее всего.	
96	М2	Ну, кайфу-, кайфует, что ли? 	
96	М1	Хули, грузин, блядь! Работать не хочет, кайфовать хочет. Понимаешь, братан? Ему, хули, опять пять тыщ видит, маму потерял, блядь! 	
96	М2	Охуеть!	
96	М1	Вот так вот.	
96	М2	Слушай, а мы когда в этот, э, в (Алексеевке) пересекались, ты тоже был, нет? 	
96	М1	Так я и был за рулём.	
96	М2	А чё ты срываться начал, когда ты, на хуй, у (нрзб.) стоял?	
96	М1	Не, дак я не от вас. Сзади машина шла. А там, хули…	
96	М2	Ага.	
96	М1	…я отъехал, блядь, э, сзади машина шла. А там, хули, баки полные, блядь, э, там всё облили, хули, блядь. Я хуй его знает, чё там. (Кислый) испугался, блядь, а там, хули, типа кипиш, блядь, поехали. Я грю, ладно, поехали, мне по хую. Мы в этот день вообще, блядь, весь день катались, литров семьдесят взяли. 	
96	М2	Ни хуя се! Да я, хули…	
96	М1	Ну.	
96	М2	…а я, блядь, хотел вам сказать, там, блядь, этот, на первом там три или четыре штуки стояло. Я заехал, сука, ну чё-то мне, блядь, короче, не понравилось, я, на хуй, развернулся. А с дороги там, блядь, две можно было прикрутить. Я, хули, я, блядь, думаю, вам звонить, не звонить. Потом думаю, на хуй. С (Сиплым) павз-…	
96	М1	Да я хуй знает. А мы.	
96	М2	…повздорили чуть-чуть, и всё, и я как-то это, не стал вам звонить.	
96	М1	А, нет, да я не в этом плане. (Кислый) говорит, хули там, поехали. Он, хули, тоже-э, то, блядь, смелый, то мандраж у него хватает, хули. Я грю, да по хую, поехали, хули. Как все, так и я, хули. Я ж не буду упираться, парни, давайте до талого стоять.  	6: давайте, стоять
96	М2	Ну, ну, ну.	
96	М1	Всё, хули, поехали.	
96	М2	Там, получается, фпи-, а в первом скока стоит?	
96	М1	В первом стоит, братан, а, раз, два. В первом два стояло – один маленький, одни большой. Ну у него бак прямо…	
96	М2	Ну.	
96	М1	…с дороги. Такой смачный бак там даже, по-моему, есть нормально. 	
96	М2	Ну.	
96	М1	Там и второй такой же стоит, э-э, тоже маленький. Ну там тоже, наверное, есть. 	
96	М2	Понял.	
96	М1	Ну этот.	
96	М2	А ты-то щас на чём?	
96	М1	Я на («Бэхе») на Славином.	
96	М2	А подстрахуешь, если чё?	
96	М1	Здесь-то?	
96	М2	Да.	
96	М1	Ну пока здесь, хули. Ты далеко?	
96	М2	Ну я вот еду, (Ракету) проезжаю. 	
96	М1	Ну давай, мы пока здесь, хули. Я вот тут на перекрёстке стою. И ту-, тут, там вижу, кто заворачивает, и тут вижу, кто заворачивает. 	
96	М2	Ну, понял. Ну всё, давай, я тогда лечу.	
96	М1	Давай!	
96	М2	Давай!	
97	М1	(Славик)!	
97	М2	Ну чё, он не перезвонил?	
97	М1	Перезвонил. 	
97	М2	И чё?	
97	М1	А хули, грит, мойщика нету, говорит, только я вечером освобожусь. Сам, грит, мою щас, грит, мальчик, может, придёт, э, этот, таджик парень, и всё, говорит, и я его быст-. 	
97	М2	А чё, без него ничё там, никак?	
97	М1	Так он один моет. А, без него?	
97	М2	Ну. 	
97	М1	Да нет, он тоже хотел ехать. 	
97	М2	Хули, мы там вечером-то чё увидим.	
97	М1	Ну вот так как-то, братан. 	
97	М2	Просто, я думаю, чё делать-то? Сразу тогда, бля, забирать? Чё делать?	
97	М1	Ну сразу забирать?	
97	М2	Ну, блядь, я ближайшие варианты вообще других-то не вижу. 	
97	М1	Только это, да? (Прерывистое звучание)	
97	М2	Ну либо, блядь. Хуй знает, либо брать то же самое, чё было примерно.  	
97	М1	Ну. 	
97	М2	Либо просто вот это, то, что большее, и мы можем туда засунуть, ты понимаешь, чё. 	
97	М1	Да я понимаю, понимаю, братан. 	
97	М2	И что-то там придумывать. Либо как-то чё-то ещё возить. 	
97	М1	Ну давай съездим посмотрим сначала. 	1: давай, съездим, посмотрим
97	М2	Как бы, я-то думал, если она двигается, чё-то как-то, в планах тут, блядь, забирать.   	
97	М1	А! Ну щас он освободится, съездим, посмотрим, братан. Чё я скажу, я ж не могу его заставить ехать. 	
97	М2	Угм. Просто (нрзб.), либо брать, чё было, просто чё-то посвежее. 	
97	М1	А они чё стоят, чё было посвежее?	
97	М2	Либо какой-то («Соболь»), блядь. 	
97	М1	А («Соболь») за шисят-то где найдём?	
97	М2	Ни-, да нигде, хули. 	
97	М1	А-а. Ну, видишь!	
97	М2	Ну, блядь, ду-, работаем дальше и чё-то добавлять. 	
97	М1	Э-э, пока-а эти деньги, которые сёдня заработаем, сколько у нас там получится, отложим. Ещё посмотрим, ещё день поездим. Там уже будем исходить от этого. Сёдня (Прерывистое звучание) за вечер. 	
97	М2	Чё?	
97	М1	Я щас просто уехать собираюсь, за мной должны заехать. Щас если (Заречный) приедет, допустим, по десятке-то можем же отложить? И себе чё-то (Прерывистое звучание)?	
97	М2	Ну.	
97	М1	Да?	
97	М2	Ну. 	
97	М1	И себе чё-то останется на ход ноги. Вот машина ат-, продал сорок, шисят. Сёдня ещё поездим, если даже ещё, вот дай бог, получится по десятке отложить, блядь, вот и восемисят тысяч уже. 	
97	М2	Дак, блядь, тоже денег-то надо. А тут просто, я думал, ещё хоть чё-то более-менее, блядь, она двигает. 	
97	М1	Ну. 	
97	М2	А то уже, блядь. Тоже ж надо деньги-то везде отдавать, хули. 	
97	М1	Да я понимаю, братан.	
97	М2	Как бы, блядь, щас вот пиздячить неделю на машину тоже. 	
97	М1	Ну, давай тогда. 	
97	М2	Ну я имею в виду чё, если там просто, блядь, как бы я. 	
97	М1	Подождём (прерывистое звучание) (Витю). 	1: подождём
97	М2	Неохота мне, блядь, тоже там чё-то щас ещё за восемисят и ваще чё-то искать. 	
97	М1	Ну давай тогда до вечера (Витю) подождём, братан. Посмотрим, чё будет. Там будем исходить от этого. 	1: давай, подождём. 2: Посмотрим.
97	М2	Просто хоть бы чуть-чуть поехала, там поездила, поработала там, подделали. 	
97	М1	Ну она бы уже сама себя окупила, прально говоришь. Ну давай, давай тогда (Витю) подождём весь-, до вечера. Посмотрим, чё там произойдёт. От этого будем шагать. 	2: давай, давай, подождём. 3: посмотрим.
97	М2	А (Витя-то) на хуя поедет?	
97	М1	Так без него-то мы его за шисят-то и не возьмём. 	
97	М2	Ну так он и так может сказать. Ну ладно, короче, по хую мне, чё я щас. 	
97	М1	Ну. Бля, давай я ему щас наберу. Скажу, мы съездим посмотрим. 	2: давай, наберу.
97	М2	Вечером-то во скока, бля, тоже?	
97	М1	Я откуда знаю, (Слава)! На мойке он. 	
97	М2	А ты куда поехал?	
97	М1	Он сам на мойке работает, мойщика нету. Он. 	
97	М2	Я грю, а ты-то куда поехал?	
97	М1	Я по делам. 	
97	М2	По каким?	
97	М1	По моим. 	
97	М2	Блядь, все деловые такие, пиздец просто!	
97	М1	Не говори!	1: не, говори
97	М2	Ну. Я тоже по делам поехал. 	
97	М1	Езжай, братан!	1: езжай
97	М2	Чё?	
97	М1	Езжай. Я ж те ничё, я чё, те могу запретить, чтобы не ездить тебе?	1: езжай.
97	М2	Ну. 	
97	М1	Ну. 	
97	М2	Ой!	
97	М1	Да я, я щас-то вернусь уже. 	
97	М2	Чего?	
97	М1	Да я в течение часа верну-усь.	
97	М2	Ну. Ладно. 	
97	М1	Я щас уже. Ты чё, дома один?	
97	М2	Да с (Ромой). Вон (Рома) пришёл. 	
97	М1	А-а! Меня-то, сука, в гости не зовёшь. Всё, опять друзей поменял, блядь. 	
97	М2	Ну. 	
97	М1	Власть поменялась, на хуй. 	
97	М2	Ну. 	
97	М1	Ты, сука, (Кислый), бля! Ладно, ладно! 	
97	М2	Так я тебе сказал, в четыре щас надо будет ехать тоже вон, в (нрзб.).	
97	М1	Да я знаю. Ты ж оправдываешься, бля. 	
97	М2	Никто не оправдывается. Да ты какую-то ерунду просто говоришь. 	
97	М1	Я так, хули, подразнить тя, потравить тебя. 	
97	М2	Хули меня дразнить. 	
97	М1	Сука, грузин недоступен, блядь!	
97	М2	Дак а чё толку-то? У него нету уже их.	
97	М1	Я знаю, что нету! Дак я так, хули, потерроризировать. Я же знал, что у него не будет. 	
97	М2	Он написал, что у него щас тут неделя постельный режим. 	
97	М1	А-а! Кого ты, на хуй, слушаешь, блядь? Чё, зубы не болели? Блядь, постельный режим. При чём тут постельный режим и зуб?	
97	М2	Не знаю, (Женя) говорит, он хочет уходить с нашего бизнеса. 	
97	М1	А?	
97	М2	(Женя) тут говорит, он хочет уходить с нашего бизнеса. Понял?	
97	М1	Грузин-то?	
97	М2	Ну. 	
97	М1	Ну, блядь, пускай уходит, братан. Ты его держишь, что ли?	1: пускай, уходит.
97	М2	Нет. 	
97	М1	В чём проблема-то?	
97	М2	Да я не знаю 	
97	М1	Мне-э, нам лучше, блядь. Так не будем никому говорить. Ему куда идти-то? Он два дня голодный посидит, на хуй, и всё.	
97	М2	Да вот надо это ведро взять, на хуй, всё вытащить, и пускай идёт, куда хочет. 	1: пускай, идёт
97	М1	Я ведь не против. Чё у нас, вот сёдня по десятке, за-, сёдня ещё деньги будут, ещё будут деньги. Два-три дня поездим, так мы, блядь, ещё и («Соболя») сможем взять (нрзб.). 	
97	М2	Ну. 	
97	М1	Вообще без проблем. Так что вот, что грузин есть, что грузина нету, блядь, мне вообще по хую. 	
97	М2	Ладно, чё, давай!	
97	М1	Давай!	
98	М1	Да, (Славик)!	
98	М2	Ты-то чё, где?	
98	М1	Я на (Восточке). 	
98	М2	Хуя ты занятой, бля!	
98	М1	Почему? Тока высадили меня, здесь вот пешком иду. 	
98	М2	Да там (Рома) чё-то, блядь, четыре, грит, дайте мне.	1: дайте
98	М1	В смысле?	
98	М2	Я грю, какие, блядь, четыре? Нам, блядь, машину не на чё купить, на хуй. 	
98	М1	Да а какая разница, есть на чё! Не хочет, пускай не ездит, скажи. (Слава)! В чём проблема-то?	2: пускай, не, ездит, скажи.
98	М2	Ну я грю, ну вон звони своему шефу. 	1: звони
98	М1	Всё, скажи, пускай больше не ездит. 	1: скажи, пускай, не, ездит
98	М2	Ну почему? Он вроде понял. 	
98	М1	Понял? (Говорит в сторону) Здрасте! Пачку («Парламента Аква»). (Обращается к диктору «М2») А! Ты-то чё, где?	
98	М2	Да вот, возле банкоматов стою. 	
98	М1	А у нас-то чё, сколько остаётся?	
98	М2	У нас? Получается восемь пятьсот. 	
98	М1	Восемь пятьсот? На двоих?	
98	М2	А, нет, чё-то я те до хуя сказал. Это чё-то пять, шесть, семь пятьсот. 	
98	М1	Мои полтора, да бензин-то которые. 	
98	М2	А, восемь пятьсот, да. 	
98	М1	На двоих, да? А бензинные мои? Или оставим, сёдня заправим?	
98	М2	А вчера-то я два косаря заправлял. 	
98	М1	Ну вот, а полторашка у тя лежала мои. 	
98	М2	Какая?	
98	М1	Я не знаю, какая. Вспомни. 	2: вспомни
98	М2	Ты дал полторашку вот недавно, прально, нам скинул?	
98	М1	Да. 	
98	М2	Ну. 	
98	М1	Ну вот, рубль-то…	
98	М2	Ну.	
98	М1	…вот я грю, бензинный-то минус или чё? Пятьсот сказал си-…	
98	М2	Ну, наверное. 	
98	М1	…себе оставь. Семь. 	1: оставь.
98	М2	Ну получается, пятьсот у тя твоих ещё осталось. 	
98	М1	Нет, я же сказал, себе оставь. 	1: оставь.
98	М2	И, и то, блядь, двести вот ещё, считай, на такси потратил. Получается две двести я потратил. 	
98	М1	Ну. 	
98	М2	Ты дал полторы. 	
98	М1	Ну. 	
98	М2	Кто кому чё должен-то, я не могу сообразить?	
98	М1	Короче, я не знаю, ладно. Ты пойди туда. 	2: пойди
98	М2	Ну, смотри. Вчера я, получается, потратил две двести. 	
98	М1	Ну.	
98	М2	Ты дал полторы тыщи. 	
98	М1	Ну.	
98	М2	Кто кому чё должен?	
98	М1	Ну триста мне. 	
98	М2	Я уже запутал…	
98	М1	Остальное те. 	
98	М2	…запутался, на-. 	
98	М1	Ну запутался, братан, да?	
98	М2	Ну получается, косарь как бы ты, косарь я. Прально?	
98	М1	Косарь сто я, косарь сто ты. 	
98	М2	Ну. 	
98	М1	Ну. 	
98	М2	Четыреста рублей, получается, я те должен. 	
98	М1	Да. 	
98	М2	Всё. 	
98	М1	Вот. И остальное-то как там, чё там? И по сколько у нас остаётся-то?	
98	М2	Чё остальное? Я думаю, по ди-, я думаю, по десятке щас убрали в сторону или по сколько там.	
98	М1	Прально, прально, прально думаешь. 	
98	М2	Копейки, которые остались. 	
98	М1	Дак сколько остаётся-то?	
98	М2	Щас скажу. Короче, восемь пятьсот, блядь.  	
98	М1	Ну. Поделить на два. Нет, минус четыреста. В сторонку моё отдельно. И поделить на два. Восемь сто поделить на два — четыре пятьдесят. Чё ты мучаешься?	
98	М2	Всё, хорошо. 	
98	М1	У меня получится четыре, четыреста пятьдесят. 	
98	М2	Всё, хорошо. 	
98	М1	Понял?	
98	М2	Понял. 	
98	М1	Вы на машине?	
98	М2	Ну конечно, блядь! А на чём?	
98	М1	Ну з-, забрать-то можете меня отсюда?	
98	М2	Вот едем. 	
98	М1	Ну всё, ладно, давайте!	
99	М2	Да!	
99	М1	Алё!	
99	М2	Да, да!	
99	М1	Чё, вы где?	
99	М2	Я здесь, уже заехал. 	
99	М1	Ну и чё, нормально всё пока? Вот я тока освободился. 	
99	М2	Понял, понял. А ты где…	
99	М1	Чё делать?	
99	М2	…стоишь-то?	
99	М1	А я вот здесь, братан, наверху на светофоре. 	
99	М2	Так, ну а те оттуда всё заебись видно?	
99	М1	Да-а. 	
99	М2	Так, всё, понял. Ну всё, давай, я тогда щас подъеду. Там две машины стояли, подъеду щас.	
99	М1	Давай подъедь, братан. Я пока здесь. В принципе, чё, здесь.	1: давай, подъедь.
99	М2	Ну, ты только будь на связи. 	1: будь
99	М1	Да я на связи, я не сбрасываю. 	
99	М2	Потом чё, куда вы?	
99	М1	Э, потом в сторону (Перми). Ты там был?	
99	М2	Нет. 	
99	М1	Нет? Ну мы в ту сторону. 	
99	М2	Вы через вот эти два кармана?	
99	М1	Через чего?	
99	М3	(Говорит в сторону) Алё!	
99	М2	Через два кармана?	
99	М3	Ты чё щас, позвоню те, поедешь?	
99	М1	Ну мы с этой стороны поедем. 	
99	М2	Вы там будьте акку-. 	1: будьте
99	М?	Ну, залезь, открой борт, блядь, на минуту.	
99	М1	А?	
99	М2	Вы будьте там аккуратнее, там потому что на карманах эти палят, машины ездиют, блядь. 	1: будьте, аккуратнее
99	М1	Ладно, ладно, понял. 	
99	М?	Поехали.	
99	М2	Чё, чё, побудешь на связи?	
99	М1	Ну я здесь пока постою, да. 	
99	М2	Ну. Ты чё, отзвонишься или хлопаемся?	
99	М1	Нет, не, не звони. Почему? Я на связи, не сбрасывай. 	1: не, звони. 3: не, сбрасывай
99	М2	А, всё! Я тогда щас.	
99	М1	Давай! Если чё, да, я крикну там, чтобы слышно было. 	
99	М2	Всё, щас поехал.	
99	М1	Давай!	
99	М2	Давай!	
99	М?	(нрзб.).	
99	М2	Где. («Ниссан») у нас?	
99	М1	Да нет, к вам никто не поворачивал. На остановке стоит какая-то машина, и всё. 	
99	М?	Сзади?	
99	М1	А, сзади? Ну сзади я не вижу. 	
99	М2	Чё там?	
99	М3	Слушай, мне делать не хуй, стоять ему чё-то тут говорить, блядь! Либо иди тогда с ним, либо чё. Он сказал, ему на хуй ничё не надо, раз, блядь, такие разговоры. 	2: иди. 
99	М1	Давай, давай.	
99	М3	Поехали. 	
99	М1	Здесь мы, здесь. 	
99	М3	Ты тогда стой здесь, мы поехали. Чё это (нрзб.).	1: стой.
99	М1	Ну подожди пять сек.	1: подожди
99	М3	Это ты подожди, блядь!	1: подожди
99	М1	Чего щас, блядь!	
99	М3	Я не буду этому человеку, руку не подам больше, ёбаный в рот!	
99	М1	Сейчас. 	
99	М3	Блядь, дурачков, что ли, нашёл или чё, блядь?	
99	М1	Бля, ну раз здесь, дак уж хуй с ним. 	
99	М3	Чё раз здесь? И чё дальше? С ним разговаривать нельзя, он на хуй посылает, блядь. Ему осёл сказал, он там выёбывается. Я щас буду ему помогать. На хуй мне это надо? Поехали!	
99	М1	Щас, подожди пять сек, блядь, подожди, возьмут хотя бы, блядь, чё-нибудь. 	1: подожди
99	М3	Блядь, ты выйди постой, мы поедем. 	1: выйди, постой
99	М1	Ты чё, блядь, прикалываешься, что ли, (Слава)?	
99	М3	Да в смысле прикалываюсь? В чём я прикалываюсь? Я ж тебе сказал, если ты со мной едешь, то, блядь, не надо мне делать так, чтобы я из-за него тут стоял, бля. 	
99	М2	(нрзб.). 	
99	М1	(Обращается к диктору «М2») Чё, вы подъехали?	
99	М2	Да, да, да. 	
99	М1	Ну чё?	
99	М2	Открываю. 	
99	М1	Ага. Давай.	
99	М2	(Говорит в сторону) Чё-то есть или ничё? Скока? А? Пятнадцать? (нрзб.).	
99	М1	(нрзб.)	
99	М3	Я чё сижу?	
99	М2	(нрзб.)	
99	М1	Да щас, блядь, (Слава), подожди секундочку, (нрзб.).	1: подожди
99	М3	Слушай, а мне чё ждать-то? Я почему должен ждать?	
99	М1	Ну-ну в смысле? (Усмехается) Ты со мной геморроишься.	
99	М3	Ну так поехали. Либо ты стой, мы поехали. Чё я могу?	2: стой. 
99	М1	Мне чё, блядь, на улице стоять?	
99	М3	Блядь, а чё делать?	
99	М2	Угм?	
99	М1	Я же замёрзну, заболею, блядь. 	
99	М3	Я почему из-за этого человека должен стоят своё время?	
99	М1	(Смеётся) 	
99	М2	(Артурчик)!	
99	М1	А!	
99	М2	Так, ну так, короче, борода ебаная, там нет ни хуя у них. 	
99	М1	А. Ну всё тогда, мы полетели. 	
99	М2	Всё, давайте! Спасибо от души!	
99	М1	Давай!	
99	М2	Давай!	
100	М1	Алё!	
100	М2	Вы в (Садовом) были?	
100	М1	В (Садовом)? Дак мы ещё не доехали, братан. Мы тока вот поднимаемся. 	
100	М2	Всё, понял. 	
100	М1	А вы-то где?	
100	М2	В (Садовом). 	
100	М1	В (Садовом) уже?	
100	М2	Ну. 	
100	М1	Ага. На («Уралочке») есть чего?	
100	М2	Я там не был. 	
100	М1	Не был там?	
100	М2	Не-а. 	
100	М1	А, ты прямо по (Шефской) ебанул, да?	
100	М2	Ну. 	
100	М1	Всё, ладно, понял. 	
100	М2	Папр-, по (Проезжей). 	
100	М1	Понял, понял. Ладно. Не были ещё там. 	
100	М2	Всё, понял. Ладно, давай!	
100	М1	Давай!	
100	М2	Давай!	
101	М1	Да, братан!	
101	М2	Чё, куда едем-то?	
101	М1	Домой. 	
101	М2	Ну так надо в гараж какой-то, на хуй. 	
101	М1	В гараж надо. (нрзб.) гараж. Он, блядь, не влезет всё равно. 	
101	М2	Алё!	
101	М?	(нрзб.). Ключи-то эти у тебя?	
101	М?	 (нрзб.) бы. 	
101	М1	(Обращается к диктору «М2») А к тебе в гараж пойдёт, нет?	
101	М2	У меня нету гаража, на хуй. 	
101	М?	Давай ко мне.	1: давай
101	М1	Давай поехали на (Октябрьский). 	1: давай, поехали
101	М2	Мне. В (Октябрьске)?	
101	М1	Ну-у. Где он (нрзб.) (Слава) живут. Туда сможешь?	
101	М2	Ну всё тогда, поехали, ну. 	1: поехали
101	М1	Ага. 	
101	М2	Давай!	
101	М1	Где-э этот, восток китайский…	
101	М?	Где («Тойота центр») он знает?	
101	М1	(«Тойота центр») знаешь, нет?	
101	М2	Да, да, да.	
101	М1	(нрзб.) туда же, братан. 	
101	М2	Ну всё, тогда давайте я за вами. 	1: давайте
101	М1	Ага. Где («Газпром») заедь, там подождёшь. Мы ключи заберём и (Прерывистое звучание)…	2: заедь, подождёшь.
101	М2	Ха-. 	
101	М1	…или перед тебя приедем, может быть. 	
101	М2	Хорошо. Хорошо. 	
101	М1	Ну тогда мы погнали, да?	
101	М2	Так подождите. Да-а. И ну, там потом как это па-, подниметесь-то — на (ЕКАД) или как? Или на (Калину) сразу же?	1: подождите.
101	М?	На (Калину) вон там. 	
101	М1	Через (нрзб.). Ну, вот через (Калину) лучше, братан. 	
101	М2	Дай-ка, это-а, (Славику) трубку!	1: дай-ка
101	М1	Чего?	
101	М2	Дай трубку этому, алкашу, хули!	1: дай
101	М1	Поехали мы. (Говорит в сторону) (нрзб.) на дорогу был, чё-то вообще хуёво стало, да?	
102	М1	Алё!	
102	М2	Ну-ну!	
102	М1	Ну. 	
102	М2	Да вон они, (Шевроле) крутится и забрать не может их. 	
102	М1	Да?	
102	М2	Ну. (Усмехается) Чё делать?	
102	М1	Да не знаю. Смотри, чё. 	2: смотри
102	М2	Да я с мотрю. 	
102	М1	Просто смотри, что тя не видели. 	1: смотри
102	М2	Чё?	
102	М1	А?	
102	М2	Меня-то чё они может сделать?	
102	М1	Ну просто смотри, чтоб тебя не видели, да и всё. 	1: смотри
102	М2	Да видят, водитель-то видит. Это тоже видели. Машину знают, по ходу дела, или хуй поймёшь. Он уехал. Чё делать? У тя эта-то хуйня-а, вечером забери, наверное, будут они. 	6: забери
102	М1	А у («Шевроле») номера не видишь? Ну. 	
102	М2	Вижу. 	
102	М1	Ну запомни. 	1: запомни
102	М2	Хорошо. (нрзб.) давай. 	
103	М1	Алё!	
103	М2	Братуха, привет!	
103	М1	Здравствуй!	
103	М2	Приве-эт!	
103	М1	Здорово!	
103	М2	(Усмехается) Салам, салам!	
103	М1	Ага. 	
103	М2	Ага. Ты чё кушаешь?	
103	М1	Пирожок. 	
103	М2	Пирожок? Бабушкиный пирожок, что ли?	
103	М1	Конечно!	
103	М2	Ой, бля-адь! Чё, какие новости, братуха?	
103	М1	У вас?	
103	М2	Да так, проснулись. За (Артуром) приехали щас. 	
103	М1	Да пока никаких. 	
103	М2	Пока никаких. 	
103	М1	До вечера. 	
103	М2	Хорошо. 	
103	М1	Давай!	
103	М2	Ну чё, сёдня поедем покатаемся?	
103	М1	Ну наверно. 	
103	М2	Ладно, братан, давай!	
103	М1	Давай!	
103	М2	Пирожки не забудь мне!	1: не, забудь
104	М1	Алё! Алё! 	
104	М2	Алло!	
104	М1	Да!	
104	М2	Там машины едут какие-то. 	
104	М1	Машины едут?	
104	М2	Ну-у. Подожди, я щас посмотрю. Один проехал, второй едут. А, ну, проехал вас. 	2: подожди.
104	М1	Проехала?	
104	М2	Ага, проехал вас. Всё, давай!	
104	М1	Давай!	
104	М2	Всё. Давай!	
105	М1	Алё!	
105	М2	Машина к вас повернулся, я хуй его знает. 	
105	М1	К нам машина повернула. 	
105	М2	Или так повернула. 	
105	М1	Так она вроде проехала?	
105	М2	Один-то проехал, второй уже где-то там повернулся. 	
105	М1	Ага, второй, ну. 	
105	М2	Видите, нет?	
105	М1	Щас. Пока не видно. 	
105	М2	А, может, проехал? Там ещё дальше-то есть улица какой-то, нет?	
105	М1	Да, есть. 	
105	М2	А, может быть, дальше повернулся?	
105	М1	Ладно, давай!	
105	М2	Давай!	
106	М1	Чё, давай это. 	
106	М2	Алё!	
106	М1	(Обращается к диктору «М2») Алё!	
106	М2	Алло!	
106	М1	Чё делаешь?	
106	М2	Да ничё, тока проснулся. 	
106	М1	А-а! Чё, там (Анатолий) не звонил?	
106	М2	Ну, он, грит, на (Монтажников) будет. 	
106	М1	Это где?	
106	М2	На (Сортировке). 	
106	М1	Туда ехать, что ли?	
106	М2	Я хуй знает. 	
106	М1	А это, на (Луганскую)?	
106	М2	Чё на (Луганскую)?	
106	М1	На (Монтажников) поедем?	
106	М2	Я не знаю, чё делать, блядь!	
106	М1	Так а это где примерно на (Монтажников-то)?	
106	М2	Да вон на (Сортировке), где мы качаем, блядь. 	
106	М1	А! Где качаем, там заливать надо?	
106	М2	Ну! Ну он там может переехать, я ему, как бы, сказал. Вроде он, грит, ну, так-то подвинется. 	
106	М1	Ага. 	
106	М2	Налево уедет, а не направо. 	
106	М1	Это через весь город тащиться, да?	
106	М2	Ну либо по (ЕКАДу). 	
106	М1	Ну, по (ЕКАДу) и спустился. 	
106	М2	Ну там её и оставить, хули, ночью там (нрзб.).	
106	М1	А, дак он ночью там будет?	
106	М2	Ну да, он грит, там буду. 	
106	М1	Ну прально, там залить, потом лишь бы у него не захватить, братан, бы. (Усмехается)	
106	М2	Ну, не перепутать, ты имеешь в виду?	
106	М1	Ну. 	
106	М2	Угм. 	
106	М1	Ладно тогда. Понял. 	
106	М2	Ладно, часов в восемь, после пробок. 	
106	М1	А?	
106	М2	Часов в восемь после пробок можно поехать, ну?	1: можно, поехать
106	М1	А смысл после пробок ехать? Если ехать, дак сразу на работу.	
106	М2	Ну или так, я хуй его знает. 	
106	М1	В восемь ехать, потом до десяти там проторчим, и обратно приехать и уехать сразу же?	
106	М2	Ну можно в одиннадцать, я не знаю, пока тут как раз в двенадцать сольём.	
106	М1	Ну, дак я и говорю. Ладно тогда, давай, чё. 	
106	М2	Давай!	
107	М1	Алё!	
107	М2	Алё!	
107	М1	(Кислый)!	
107	М2	Здравствуй!	
107	М1	Здорово! Чё ты, где ты, как ты?	
107	М2	Рассказывай. Да дома. 	1: рассказывай.
107	М1	Чё делаешь?	
107	М2	Ем сижу. 	
107	М1	Я тоже поел, потом позвонил. Спал, когда ты звонил. 	
107	М2	Ну. 	
107	М1	Чё интересного, чё нового, чё старого?	
107	М2	Да ваще ничё. 	
107	М1	Грустно тебе?	
107	М2	Ну. 	
107	М1	Тебе хочется че-нить весёлое, да?	
107	М2	Ну. 	
107	М1	Понял, понял. Да (Рома) звонил, типа приеду за тобой. Я, хули, прикинул, блядь, два косаря просто выкину на дорогу, блядь. У меня и так и так два косаря только, блядь. Смысл мне на дорогу выкидывать (нрзб.) остаться. Хули, косарь туда пас-. 	
107	М2	А чё, по-другому ты не будешь, что ли?	
107	М1	Нет. Дак сёдня вот звонил ([Регион]), ё-моё, я не успел маленько. Вот проснулся, набрал, уже машина ушла. Больше не будет машин. 	
107	М2	Угу. 	
107	М1	Вот так вот. И чё думаешь делать дальше?	
107	М2	Да хуй знает. 	
107	М1	Опять до (Татарина) будем доёбываться?	
107	М2	Да хули, (Татарин) уже пьёт. Вот не знаю, чё делать. 	
107	М1	А, уже пьёт?	
107	М2	Ну. 	
107	М1	А-а! Хреново. 	
107	М2	Печально, ну. 	
107	М1	А чё, на («Форде») не выехать никак, да?	
107	М2	Не знаю. 	
107	М1	Просто чё-то этот, э-э, грузин-то мне звонил, типа («Форд») сначала стоял там, потом на стоянке стоит. Ты его на стоянку отогнал?	
107	М2	Ну. 	
107	М1	А-а!	
107	М2	Ну чё, хули он там как памятник стоит.	
